null,NULL_LITERAL, line no: 97,getValue,SIMPLE_NAME, line no: 94, 1.0, 0.05, 0.0, 0.125
null,NULL_LITERAL, line no: 97,returned,SIMPLE_NAME, line no: 103, 1.0, 0.9, 0.0, 0.125
null,NULL_LITERAL, line no: 97,returned.getValue(),METHOD_INVOCATION, line no: 107, 1.0, 1.0, 0.0, 0.10526315789473684
null,NULL_LITERAL, line no: 97,versioned,SIMPLE_NAME, line no: 76, 0.95, 0.8, 0.0, 0.1111111111111111
null,NULL_LITERAL, line no: 97,versioned.getValue(),METHOD_INVOCATION, line no: 99, 0.95, 0.95, 0.0, 0.1
null,NULL_LITERAL, line no: 97,returned == null,INFIX_EXPRESSION, line no: 104, 0.95, 0.95, 0.0, 0.25
null,NULL_LITERAL, line no: 97,Versioned,SIMPLE_NAME, line no: 36, 0.9, 0.05, 0.0, 0.1111111111111111
null,NULL_LITERAL, line no: 97,V,SIMPLE_NAME, line no: 51, 0.9, 0.05, 0.0, 0.0
null,NULL_LITERAL, line no: 97,key,SIMPLE_NAME, line no: 75, 0.9, 0.05, 0.0, 0.0
null,NULL_LITERAL, line no: 97,get,SIMPLE_NAME, line no: 76, 0.9, 0.8, 0.0, 0.0
null,NULL_LITERAL, line no: 97,versioned == null,INFIX_EXPRESSION, line no: 77, 0.9, 0.85, 0.0, 0.23529411764705882
null,NULL_LITERAL, line no: 97,false,BOOLEAN_LITERAL, line no: 78, 0.9, 0.9, 0.0, 0.2
null,NULL_LITERAL, line no: 97,0,NUMBER_LITERAL, line no: 83, 0.9, 0.6, 0.0, 0.0
null,NULL_LITERAL, line no: 97,get(key null),METHOD_INVOCATION, line no: 103, 0.9, 0.9, 0.0, 0.3076923076923077
null,NULL_LITERAL, line no: 97,versions,SIMPLE_NAME, line no: 160, 0.9, 0.8, 0.0, 0.125
null,NULL_LITERAL, line no: 97,versions.get(0),METHOD_INVOCATION, line no: 165, 0.9, 0.8, 0.0, 0.06666666666666667
null,NULL_LITERAL, line no: 97,List,SIMPLE_NAME, line no: 19, 0.85, 0.05, 0.0, 0.0
null,NULL_LITERAL, line no: 97,InconsistentDataException,SIMPLE_NAME, line no: 32, 0.85, 0.05, 0.0, 0.04
null,NULL_LITERAL, line no: 97,Version,SIMPLE_NAME, line no: 35, 0.85, 0.05, 0.0, 0.14285714285714285
